code commune;code postale;Ville;;;;;;;departement;
37236;37530;Saint-Règle;;47.4099495964;1.0407076895;236;1;2;37;
32256;32300;Mirande;;43.5186713962;0.4107923610;256;19;3;32;
1068;1450;Cerdon;;46.0720202633;5.4757758612;68;24;4;1;
;;;;42.1045072661;8.9018884853;;;;;
86134;86400;Linazay;;46.1672922184;0.1924223862;134;5;2;86;
45316;45530;Sury-aux-Bois;;47.9537349646;2.3597369505;316;6;2;45;
10384;10140;Trannes;;48.3069705851;4.5990873423;384;25;1;10;
89218;89400;Laroche-Saint-Cydroine;;47.9730296440;3.4689827201;218;39;1;89;
25415;25920;Mouthier-Haute-Pierre;;47.0339133710;6.2751674386;415;18;1;25;
84101;84210;Roque-sur-Pernes;La;43.9741947109;5.1017551885;101;18;3;84;
72161;72340;Lhomme;;47.7605490341;0.5636705081;161;6;1;72;
51087;51240;Breuvery-sur-Coole;;48.8543161427;4.2987281885;87;10;1;51;
1407;1420;Seyssel;;45.9484118176;5.8261697989;407;31;1;1;
23042;23210;Ceyroux;;46.0590279799;1.6648930827;42;5;2;23;
22004;22140;Bégard;;48.6345594689;-3.2915324762;4;1;2;22;
53009;53170;Arquenay;;47.9860121101;-0.5880345214;9;22;2;53;
34023;34540;Balaruc-les-Bains;;43.4469007065;3.6907208680;23;12;3;34;
37126;37500;Lerné;;47.1396272073;0.1106097380;126;7;1;37;
59161;59258;Crèvecoeur-sur-l'Escaut;;50.0727577904;3.2686777023;161;43;2;59;
81297;81150;Terssac;;43.9225715600;2.0691035834;297;45;1;81;
54365;54120;Merviller;;48.4739799839;6.7792659467;365;3;2;54;
62711;62720;Rinxent;;50.8071658491;1.7410162309;711;36;3;62;
36161;36800;Pont-Chrétien-Chabenet;Le;46.6284901287;1.5003908977;161;3;2;36;
28207;28700;Léthuin;;48.3768807843;1.8619248261;207;2;1;28;
33484;33113;Saint-Symphorien;;44.4230431057;-0.5400778556;484;45;3;33;
86167;86420;Monts-sur-Guesnes;;46.9128254124;0.1937213396;167;18;1;86;
93057;93320;Pavillons-sous-Bois;Les;48.9082060253;2.5029744827;57;22;1;93;
77446;77650;Savins;;48.5115912505;3.2051834407;446;10;3;77;
53096;53500;Ernée;;48.3039992806;-0.9362827872;96;10;3;53;
59199;59169;Erchin;;50.3168262116;3.1734802669;199;1;3;59;
63215;63720;Martres-sur-Morge;;45.9367934098;3.2193537487;215;17;4;63;
71068;71460;Burzy;;46.5949751474;4.5858065416;68;41;5;71;
38228;38620;Merlas;;45.4393958201;5.6588375832;228;27;2;38;
46325;46240;Vaillac;;44.6717953204;1.5270338882;325;12;3;46;
80119;80540;Bougainville;;49.8646198676;2.0469388838;119;26;2;80;
41137;41150;Mesland;;47.5174737534;1.1000753752;137;6;1;41;
7020;7400;Aubignas;;44.5854785853;4.6338907591;20;30;2;7;
1049;1120;Boisse;La;45.8446213549;5.0278322411;49;20;2;1;
36132;36160;Motte-Feuilly;La;46.5478040001;2.0737878231;132;9;3;36;
21268;21130;Flagey-lès-Auxonne;;47.1312658767;5.3944404843;268;3;2;21;
1236;1340;Marsonnas;;46.3409117711;5.0643429476;236;21;2;1;
43218;43260;Saint-Pierre-Eynac;;45.0467218155;4.0272122256;218;23;2;43;
80391;80700;Grivillers;;49.6592730832;2.7039873358;391;27;3;80;
11105;11300;Cournanel;;43.0297699245;2.2352826651;105;20;2;11;
68145;68180;Horbourg-Wihr;;48.0827452400;7.4039298679;145;2;2;68;
25011;25490;Allenjoie;;47.5354537745;6.8931467059;11;34;2;25;
59227;59179;Fenain;;50.3681590708;3.3001056060;227;42;3;59;
55477;55170;Savonnières-en-Perthois;;48.6061624959;5.1348329913;477;1;1;55;
67135;67350;Ettendorf;;48.8151610201;7.5854670867;135;10;6;67;
85207;85580;Saint-Denis-du-Payré;;46.4118936776;-1.2722228240;207;11;1;85;
12146;12000;Monastère;Le;44.3315928430;2.5872623881;146;28;2;12;
25097;25600;Brognard;;47.5276797579;6.8651553167;97;34;2;25;
4059;4330;Clumanc;;44.0220942583;6.3776432105;59;5;3;4;
16033;16460;Bayers;;45.9245844340;0.2255924948;33;18;3;16;
15238;15310;Tournemire;;45.0547955278;2.4904347686;238;18;1;15;
32160;32600;Isle-Jourdain;L';43.6144926041;1.0812783659;160;10;1;32;
11140;11200;Ferrals-les-Corbières;;43.1431544039;2.7387140866;140;19;3;11;
52221;52330;Gillancourt;;48.1542646062;4.9972217751;221;14;1;52;
50287;50750;Mancellière-sur-Vire;La;49.0616536422;-1.0812771130;287;8;4;50;
5109;5100;Puy-Saint-Pierre;;44.8973152572;6.6047076179;109;25;1;5;
64559;64130;Viodos-Abense-de-Bas;;43.2476033104;-0.8968065318;559;20;2;64;
80408;80670;Halloy-lès-Pernois;;50.0427875806;2.2033729393;408;20;2;80;
39553;39210;Vernois;Le;46.7320324635;5.5940680987;553;32;2;39;
14164;14320;Clinchamps-sur-Orne;;49.0827905311;-0.4039709282;164;6;2;14;
86233;86300;Valdivienne;;46.4919287811;0.6306122493;233;4;2;86;
37066;37310;Chédigny;;47.2225259343;0.9917926960;66;13;3;37;
40191;40500;Montaut;;43.7283439402;-0.6560451694;191;22;2;40;
60623;60380;Songeons;;49.5626808865;1.8525385105;623;35;1;60;
82192;82230;Verlhac-Tescou;;43.9330870043;1.5327377947;192;24;2;82;
7038;7590;Borne;;44.6172223655;4.0417100603;38;16;1;7;
19205;19220;Saint-Geniez-ô-Merle;;45.0824892300;2.0589039294;205;21;2;19;
4020;4140;Barles;;44.2730280199;6.2532574388;20;26;3;4;
58217;58500;Pousseaux;;47.4985703451;3.5416474320;217;5;2;58;
8421;8370;Signy-Montlibert;;49.5783230756;5.3108582465;421;4;3;8;
78124;78420;Carrières-sur-Seine;;48.9119335064;2.1783823532;124;9;3;78;
31165;31600;Eaunes;;43.4276929383;1.3589776227;165;52;1;31;
41115;41160;Lignières;;47.8628195017;1.1939827382;115;14;2;41;
63123;63450;Cournols;;45.6415170829;3.0368011174;123;37;2;63;
17150;17400;Églises-d'Argenteuil;Les;45.9787530150;-0.4243763142;150;29;5;17;
49011;49260;Artannes-sur-Thouet;;47.2019406008;-0.0969244084;11;29;3;49;
46066;46250;Cazals;;44.6457631404;1.2206108968;66;7;1;46;
82195;82130;Villemade;;44.0801227297;1.2899145835;195;15;2;82;
25185;25440;Cussey-sur-Lison;;47.0622363983;5.9576717913;185;22;1;25;
39037;39380;Bans;;46.9829169242;5.5818435671;37;17;1;39;
6032;6320;Cap-d'Ail;;43.7247392327;7.4016161752;32;30;2;6;
11219;11140;Marsa;;42.8197040579;2.1393561286;219;26;2;11;
70505;70100;Tremblois;Le;47.3776500721;5.5871489306;505;9;2;70;
60134;60290;Cauffry;;49.3134355162;2.4302628152;134;20;2;60;
88352;88300;Pompierre;;48.2746496392;5.6761987811;352;18;2;88;
10111;10250;Courteron;;48.0158955868;4.4625666369;111;15;3;10;
39478;39200;Saint-Claude;;46.4086003980;5.8755624764;478;26;3;39;
89467;89140;Villethierry;;48.2677766627;3.0719735364;467;22;3;89;
42096;42140;Fontanès;;45.5421701244;4.4312535533;96;28;3;42;
57603;57390;Russange;;49.4870922211;5.9458515287;603;11;8;57;
83076;83136;Mazaugues;;43.3448761166;5.8958958231;76;20;3;83;
33511;33690;Sendets;;44.4268508366;-0.0945303098;511;25;3;33;
59353;59530;Locquignol;;50.2033505573;3.7334425782;353;49;1;59;
89171;89190;Foissy-sur-Vanne;;48.2225776694;3.5056824545;171;36;3;89;
66139;66730;Pézilla-de-Conflent;;42.7356387796;2.4892819996;139;16;3;66;
76593;76210;Saint-Jean-de-la-Neuville;;49.5749733786;0.4282979137;593;6;2;76;
88075;88250;Bresse;La;48.0185002514;6.9261554829;75;25;1;88;
33269;33220;Margueron;;44.7662541658;0.2558408730;269;41;5;33;
21008;21150;Alise-Sainte-Reine;;47.5355145985;4.4882012134;8;36;3;21;
61251;61170;Marchemaisons;;48.5227109351;0.3147136549;251;20;1;61;
79332;79240;Trayes;;46.6690393835;-0.4821451007;332;18;3;79;
57468;57370;Mittelbronn;;48.7652819916;7.2261430543;468;24;5;57;
77333;77140;Nemours;;48.2596067909;2.7110799309;333;24;4;77;
55343;55270;Montblainville;;49.2434560123;4.9948188695;343;22;3;55;
25582;25870;Valleroy;;47.3860163944;6.1249069127;582;13;1;25;
78108;78610;Bréviaires;Les;48.7212410686;1.8163948108;108;18;2;78;
80760;80220;Tilloy-Floriville;;49.9915414775;1.5986986403;760;22;1;80;
78499;78730;Ponthévrard;;48.5499350037;1.9080641475;499;19;2;78;
27214;27440;Écouis;;49.3066926655;1.4299972174;214;18;1;27;
13092;13250;Saint-Chamas;;43.5436905217;5.0732998894;92;6;4;13;
56219;56460;Saint-Guyomard;;47.7793419253;-2.5021037496;219;19;3;56;
26011;26400;Aouste-sur-Sye;;44.7066794760;5.0573053444;11;7;1;26;
70061;70290;Belfahy;;47.7864934066;6.7320410098;61;16;1;70;
53078;53200;Coudray;;47.7910216372;-0.6376351496;78;4;1;53;
91412;91590;Mondeville;;48.4912035622;2.4204540658;412;11;1;91;
80327;80150;Fontaine-sur-Maye;;50.2366154293;1.9303093610;327;19;1;80;
27174;27500;Corneville-sur-Risle;;49.3406636029;0.5985026763;174;27;2;27;
40266;40170;Saint-Julien-en-Born;;44.0910922901;-1.2483544354;266;3;1;40;
46259;46300;Saint-Clair;;44.6939193723;1.3988568813;259;10;3;46;
57519;57220;Obervisse;;49.1506436659;6.5788815911;519;3;1;57;
27052;27800;Bec-Hellouin;Le;49.2249212859;0.7265064012;52;9;2;27;
21585;21910;Saulon-la-Chapelle;;47.2106852941;5.0938575675;585;15;2;21;
58126;58470;Gimouille;;46.9412562853;3.0983739537;126;32;3;58;
27008;27460;Alizay;;49.3219074958;1.1782836103;8;28;1;27;
29003;29770;Audierne;;48.0241077574;-4.5444875017;3;33;4;29;
42336;42140;Virigneux;;45.6872242929;4.3464563714;336;6;1;42;
65196;65140;Gensac;;43.4335645933;0.0908531454;196;18;3;65;
62815;62180;Tigny-Noyelle;;50.3549622929;1.7080375048;815;69;4;62;
;;;;-12.7899979586;45.1932456026;;;;;
;;;;4.9647439863;-53.9832113662;;;;;
;;;;14.8550940199;-61.1515902780;;;;;
;;;;-21.2339268494;55.4213388686;;;;;
;;;;16.3037984071;-61.7795787226;;;;;
;;;;-21.1521762495;55.6445268962;;;;;
;;;;16.2732452923;-61.2816382728;;;;;
;;;;14.8414694685;-61.1232211344;;;;;
;;;;14.4366363772;-60.8550865047;;;;;
78518;78590;Rennemoulin;;48.8332483875;2.0422946277;518;22;3;78;
25605;25580;Vernierfontaine;;47.1102498067;6.2954147504;605;27;3;25;
22384;22460;Uzel;;48.2806260052;-2.8476169678;384;48;4;22;
71076;71100;Chalon-sur-Saône;;46.7900288793;4.8519155501;76;98;2;71;
67206;67250;Hoffen;;48.9330135449;7.9327670294;206;26;7;67;
72291;72510;Saint-Jean-de-la-Motte;;47.7580584214;0.0554184807;291;26;1;72;
81222;81120;Réalmont;;43.7799765873;2.1901791065;222;26;1;81;
51235;51120;Essarts-lès-Sézanne;Les;48.7648493747;3.6389690730;235;12;2;51;
65349;65100;Ourdon;;43.0322561805;-0.0135097211;349;12;1;65;
60075;60120;Blancfossé;;49.6625012160;2.1895395032;75;13;1;60;
87073;87310;Gorre;;45.7376552254;0.9953094727;73;25;3;87;
26100;26120;Combovin;;44.8585100129;5.1077131374;100;4;3;26;
16369;16200;Sigogne;;45.7376347381;-0.1653022835;369;17;2;16;
11089;11170;Cenne-Monestiés;;43.3239782132;2.1296612640;89;9;1;11;
16155;16140;Gours;Les;45.9598718891;-0.0720164667;155;1;3;16;
46281;46400;Saint-Médard-de-Presque;;44.8523355559;1.8422795404;281;24;2;46;
54100;54280;Brin-sur-Seille;;48.7740484006;6.3548737591;100;42;3;54;
32151;32400;Goux;;43.6167487404;-0.0221055940;151;23;3;32;
;;;;42.3403378420;9.3678412301;;;;;
29091;29890;Kerlouan;;48.6474993428;-4.3787427667;91;21;1;29;
86010;86340;Aslonnes;;46.4452071575;0.3342063230;10;28;3;86;
31467;31140;Saint-Alban;;43.6927708878;1.4126052479;467;49;3;31;
33170;33190;Fontet;;44.5553150751;-0.0279073993;170;38;3;33;
86008;86200;Arçay;;46.9520341162;0.0033358955;8;12;1;86;
80537;80620;Mesnil-Domqueur;;50.1336917622;2.0630768839;537;4;1;80;
59099;59222;Bousies;;50.1513637050;3.6151108959;99;32;1;59;
33397;33560;Sainte-Eulalie;;44.9016662079;-0.4790392526;397;19;2;33;
31470;31110;Saint-Aventin;;42.7594170368;0.5766773779;470;4;2;31;
67422;67390;Saasenheim;;48.2399550280;7.6292912521;422;12;5;67;
22106;22360;Langueux;;48.5000522834;-2.7097228217;106;49;4;22;
55267;55210;Lachaussée;;49.0332521585;5.7999988028;267;27;2;55;
16019;16290;Asnières-sur-Nouère;;45.7078415562;0.0487826997;19;16;1;16;
77325;77480;Mouy-sur-Seine;;48.4321477503;3.2460438965;325;1;3;77;
65112;65400;Bun;;42.9697185212;-0.1633503465;112;3;1;65;
88204;88150;Girmont;;48.2546126886;6.4524239865;204;6;1;88;
29004;29380;Bannalec;;47.9350863729;-3.6953696066;4;2;4;29;
2827;2250;Voyenne;;49.7158793314;3.7384125102;827;19;2;2;
35008;35130;Availles-sur-Seiche;;47.9580414935;-1.1853971789;8;15;1;35;
2200;2340;Clermont-les-Fermes;;49.6601654327;3.9432032715;200;26;2;2;
62126;62660;Beuvry;;50.5328399462;2.6917698567;126;57;2;62;
65096;65130;Bonnemazon;;43.1084728845;0.2506729517;96;11;2;65;
14633;14140;Saint-Martin-du-Mesnil-Oury;;49.0317121496;0.1241677908;633;23;3;14;
88470;88530;Tholy;Le;48.0875038996;6.7389802555;470;23;1;88;
67115;67600;Ebersheim;;48.3024348713;7.4984578270;115;24;5;67;
57055;57530;Bazoncourt;;49.0572728120;6.3850855926;55;23;4;57;
67400;67160;Riedseltz;;48.9891485983;7.9487337489;400;34;7;67;
32440;32160;Tasque;;43.6375200891;0.0112451914;440;23;3;32;
54429;54160;Pierreville;;48.5485746268;6.1107492764;429;29;3;54;
66025;66760;Bourg-Madame;;42.4379971277;1.9609081535;25;13;3;66;
62843;62310;Verchin;;50.4933791550;2.1792306363;843;24;4;62;
56001;56350;Allaire;;47.6392193445;-2.1768150750;1;1;3;56;
71303;71500;Montagny-près-Louhans;;46.6581608546;5.2836604476;303;23;4;71;
53213;53220;Saint-Ellier-du-Maine;;48.4040601590;-1.0403708309;213;15;3;53;
24065;24380;Breuilh;;45.0576568090;0.7529047553;65;43;3;24;
39025;39190;Augea;;46.5620792374;5.3893827280;25;3;2;39;
58173;58250;Montaron;;46.8762307221;3.7483689842;173;15;1;58;
69163;69650;Quincieux;;45.9136198331;4.7737512330;163;25;1;69;
24544;24620;Tamniès;;44.9766760202;1.1496510363;544;36;4;24;
35256;35800;Saint-Briac-sur-Mer;;48.6163388225;-2.1235876600;256;10;4;35;
45338;45700;Villemandeur;;47.9830187489;2.7051242832;338;32;1;45;
62273;62830;Doudeauville;;50.6239084374;1.8310691125;273;44;3;62;
38013;38140;Apprieu;;45.3973605604;5.4963701967;13;11;2;38;
72364;72500;Vaas;;47.6723014522;0.3153737448;364;23;1;72;
21390;21160;Marsannay-la-Côte;;47.2790059419;4.9845089852;390;38;2;21;
72185;72200;Mareil-sur-Loir;;47.7201675683;0.0078017790;185;14;1;72;
34305;34330;Soulié;Le;43.5430961388;2.6899125434;305;34;1;34;
42335;42140;Viricelles;;45.6550209584;4.3815570336;335;6;1;42;
15133;15600;Montmurat;;44.6310973852;2.2008554498;133;10;1;15;
27666;27400;Vacherie;La;49.1236655866;1.1365768645;666;39;1;27;
89230;89300;Looze;;47.9974732281;3.4402354431;230;19;1;89;
6094;6470;Péone;;44.1299250439;6.9209858386;94;11;2;6;
87193;87130;Surdoux;;45.6052458870;1.6503214097;193;6;2;87;
55096;55210;Chaillon;;48.9497110140;5.6430788422;96;27;2;55;
5151;5120;Saint-Martin-de-Queyrières;;44.8375257288;6.5825501065;151;2;1;5;
63310;63120;Sainte-Agathe;;45.8212374629;3.6227479844;310;15;5;63;
39577;39230;Vincent;;46.7877543830;5.4824327567;577;7;2;39;
14453;14400;Mosles;;49.3054549485;-0.8205231938;453;33;1;14;
55144;55500;Dammarie-sur-Saulx;;48.5968409986;5.2379279396;144;13;1;55;
45161;45210;Griselles;;48.0735835169;2.8390193631;161;12;1;45;
31074;31590;Bonrepos-Riquet;;43.6764879436;1.6225871031;74;37;3;31;
88357;88500;Poussay;;48.3226145275;6.1207756291;357;16;2;88;
76162;76590;Catelier;Le;49.7570122770;1.1566747676;162;35;1;76;
80251;80140;Doudelainville;;50.0008817570;1.7640433172;251;23;1;80;
57015;57730;Altviller;;49.0689443074;6.7314049119;15;27;3;57;
60129;60170;Carlepont;;49.5191522759;3.0223405387;129;32;3;60;
49056;49420;Carbay;;47.7315510459;-1.2261277126;56;24;4;49;
35035;35330;Bovel;;47.9563331223;-1.9599395120;35;21;2;35;
10408;10380;Viâpres-le-Petit;;48.5822319187;4.0538709366;408;14;2;10;
35080;35310;Cintré;;48.1087086150;-1.8866726300;80;24;3;35;
11353;11120;Saint-Marcel-sur-Aude;;43.2513488574;2.9239251715;353;17;3;11;
70497;70400;Tavey;;47.5620843234;6.7407227584;497;11;1;70;
60309;60119;Hénonville;;49.2100313417;2.0559744312;309;23;1;60;
57559;57590;Puzieux;;48.8902553561;6.3625555009;559;7;2;57;
30210;30260;Quissac;;43.9179934684;3.9972225183;210;21;3;30;
14550;14340;Rumesnil;;49.1862090569;0.0220779098;550;10;3;14;
71200;71340;Fleury-la-Montagne;;46.1997654702;4.1256489354;200;46;3;71;
62667;62480;Portel;Le;50.7126100716;1.5761123545;667;76;3;62;
50613;50760;Valcanville;;49.6480173520;-1.3217930636;613;30;2;50;
69176;69510;Soucieu-en-Jarrest;;45.6769698938;4.6922706951;176;24;1;69;
70309;70230;Loulans-Verchamp;;47.4450028639;6.2051222595;309;17;2;70;
77232;77450;Isles-lès-Villenoy;;48.9170644276;2.8305735836;232;31;1;77;
30283;30440;Saint-Martial;;44.0382099804;3.7439970533;283;33;3;30;
33132;33710;Comps;;45.0671200196;-0.5936248374;132;15;1;33;
95355;95420;Magny-en-Vexin;;49.1586175640;1.8103932213;355;16;3;95;
85088;85800;Fenouiller;Le;46.7161264566;-1.8920666750;88;26;3;85;
65363;65300;Pinas;;43.1171174899;0.4408321642;363;11;2;65;
28304;28150;Prasville;;48.2738416281;1.7116656106;304;24;1;28;
42091;42380;Estivareilles;;45.4305784876;4.0166187641;91;17;1;42;
53090;53400;Denazé;;47.8809039886;-0.8831913474;90;9;1;53;
2180;2000;Chéry-lès-Pouilly;;49.6488389918;3.5941627127;180;13;2;2;
89077;89290;Champs-sur-Yonne;;47.7506618668;3.6017327936;77;3;1;89;
71475;71100;Saint-Rémy;;46.7602643306;4.8212263252;475;7;2;71;
46317;46500;Thégra;;44.8242153584;1.7517182317;317;11;3;46;
1292;1260;Petit-Abergement;Le;46.0669978649;5.6512031597;292;6;4;1;
51165;51230;Connantre;;48.7383348646;3.9119628149;165;13;2;51;
62198;62690;Cambligneul;;50.3796063239;2.6105425451;198;5;1;62;
55183;55150;Étraye;;49.3271973903;5.3560127725;183;6;3;55;
59085;59268;Blécourt;;50.2175061105;3.2128600190;85;14;2;59;
73240;73800;Sainte-Hélène-du-Lac;;45.4796430592;6.0549205944;240;18;2;73;
60320;60141;Ivors;;49.2003314845;3.0188111186;320;5;4;60;
92076;92420;Vaucresson;;48.8410515899;2.1602645516;76;11;3;92;
88003;88140;Aingeville;;48.2051593697;5.7682169123;3;4;2;88;
50581;50750;Soulles;;49.0093446258;-1.1883345671;581;8;4;50;
51287;51160;Hautvillers;;49.0855584330;3.9441970026;287;3;2;51;
71021;71120;Baron;;46.4934149552;4.2818559580;21;9;3;71;
60270;60400;Genvry;;49.6116517465;2.9954995937;270;29;3;60;
53225;53240;Saint-Germain-le-Guillaume;;48.2074057351;-0.8272281157;225;5;2;53;
1311;1110;Prémillieu;;45.8764571490;5.5647501039;311;15;1;1;
12038;12480;Brousse-le-Château;;44.0062723535;2.6378986889;38;35;1;12;
1077;1450;Challes-la-Montagne;;46.1221539654;5.4575537720;77;24;4;1;
72042;72440;Bouloire;;47.9677979192;0.5509654165;42;4;2;72;
68110;68320;Grussenheim;;48.1464465778;7.4914973648;110;2;2;68;
31409;31320;Péchabou;;43.5015132384;1.5104499015;409;10;3;31;
22158;22530;Mûr-de-Bretagne;;48.1957524474;-2.9837108711;158;27;2;22;
24430;24310;Saint-Julien-de-Bourdeilles;;45.3610424425;0.5844943137;430;4;3;24;
21354;21230;Longecourt-lès-Culêtre;;47.1604658111;4.5514180910;354;2;1;21;
78118;78200;Buchelay;;48.9837019552;1.6743690900;118;33;1;78;
80234;80800;Daours;;49.9037514357;2.4394672594;234;18;2;80;
30163;30350;Mauressargues;;43.9551103852;4.1622404326;163;14;1;30;
44184;44600;Saint-Nazaire;;47.2802857028;-2.2537992725;184;98;3;44;
61344;61150;Rânes;;48.6436675698;-0.2176588037;344;11;2;61;
5182;5800;Villar-Loubière;;44.8367273336;6.1355976131;182;20;2;5;
90093;90300;Sermamagny;;47.6878015570;6.8309146345;93;4;1;90;
57257;57170;Grémecey;;48.8108943470;6.4114252606;257;6;2;57;
19130;19250;Maussac;;45.4704291606;2.1267826886;130;17;3;19;
63171;63390;Gouttières;;46.0642315277;2.7750807172;171;42;4;63;
38170;38120;Fontanil-Cornillon;;45.2540718462;5.6642336374;170;51;1;38;
46120;46250;Gindou;;44.6266225054;1.2641809257;120;7;1;46;
91679;91190;Villiers-le-Bâcle;;48.7288080861;2.1221470247;679;3;3;91;
19079;19140;Eyburie;;45.4690737187;1.6447002360;79;28;2;19;
17249;17500;Mortiers;;45.3992961436;-0.3223509306;249;11;1;17;
25321;25130;Villers-le-Lac;;47.0702797882;6.6894092289;321;16;3;25;
38297;38510;Passins;;45.6918000182;5.4291240909;297;19;2;38;
73272;73220;Saint-Pierre-de-Belleville;;45.4537564041;6.2588459371;272;1;3;73;
33279;33210;Mazères;;44.5038061880;-0.2500779831;279;28;3;33;
64305;64270;Lahontan;;43.5208233379;-0.9681319070;305;37;3;64;
31157;31270;Cugnaux;;43.5449211242;1.3428622376;157;53;3;31;
40042;40390;Biarrotte;;43.5574062993;-1.2737777236;42;21;1;40;
89057;89660;Brosses;;47.5311094024;3.6894732057;57;35;2;89;
64390;64350;Moncaup;;43.4798319005;-0.0536135831;390;18;3;64;
33050;33210;Bieujac;;44.5383649764;-0.1543984833;50;28;3;33;
66226;66300;Villemolaque;;42.5931339433;2.8477697088;226;17;2;66;
77416;77370;Saint-Just-en-Brie;;48.6110276431;3.1212807018;416;23;3;77;
68374;68920;Wintzenheim;;48.0635575339;7.2716814077;374;26;2;68;
27243;27210;Fiquefleur-Équainville;;49.3985981569;0.3168620839;243;6;2;27;
47194;47800;Moustier;;44.6425608196;0.3013436342;194;11;2;47;
8498;8090;Warnécourt;;49.7325377304;4.6558248105;498;15;1;8;
52203;52170;Fontaines-sur-Marne;;48.5585322909;5.1156525647;203;8;3;52;
86104;86250;Genouillé;;46.1010026560;0.3381619067;104;2;2;86;
80655;80270;Quesnoy-sur-Airaines;;49.9493617833;1.9921882819;655;26;2;80;
59268;59253;Gorgue;La;50.6309281138;2.7394554319;268;46;4;59;
62694;62270;Rebreuve-sur-Canche;;50.2662010324;2.3409939800;694;8;1;62;
35017;35190;Baussaine;La;48.3125973519;-1.8969051819;17;41;4;35;
14123;14610;Cairon;;49.2341225093;-0.4378983192;123;13;2;14;
54020;54110;Anthelupt;;48.6033445755;6.4153000251;20;17;2;54;
70433;70000;Quincey;;47.5918067623;6.2008291819;433;26;2;70;
34194;34230;Paulhan;;43.5382461437;3.4587800171;194;10;2;34;
59321;59540;Inchy;;50.1219699248;3.4716807487;321;17;2;59;
10130;10700;Dosnon;;48.6149582778;4.2465318256;130;18;3;10;
33407;33240;Saint-Genès-de-Fronsac;;45.0267396245;-0.3458819013;407;24;5;33;
7250;7290;Saint-Jeure-d'Ay;;45.1448039852;4.7102896669;250;21;3;7;
31073;31340;Bondigoux;;43.8426819067;1.5434822211;73;39;3;31;
76483;76560;Oherville;;49.7271197121;0.6898479196;483;40;2;76;
91665;91620;Ville-du-Bois;La;48.6610194975;2.2650343098;665;20;3;91;
62719;62770;Rollancourt;;50.4117012202;2.1259936792;719;39;4;62;
60480;60510;Oroër;;49.4964951058;2.1803143203;480;27;1;60;
73267;73300;Saint-Pancrace;;45.2661323144;6.3007877964;267;25;3;73;
35338;35370;Torcé;;48.0610204300;-1.2718971620;338;2;1;35;
51643;51530;Vinay;;49.0129643499;3.8987652391;643;37;2;51;
68014;68150;Aubure;;48.2042660870;7.2112766131;14;23;5;68;
53165;53400;Niafles;;47.8465834119;-0.9997765874;165;9;1;53;
33333;33680;Porge;Le;44.8670371320;-1.1409260591;333;20;4;33;
14185;14130;Coudray-Rabut;;49.3036835114;0.1805988860;185;27;3;14;
60193;60210;Daméraucourt;;49.7012946810;1.9228071356;193;17;1;60;
32360;32350;Saint-Arailles;;43.6244874174;0.3472805001;360;29;1;32;
55045;55100;Belrupt-en-Verdunois;;49.1477821746;5.4505202024;45;26;3;55;
2794;2130;Vézilly;;49.1874443601;3.6827414942;794;15;1;2;
67080;67120;Dachstein;;48.5535558970;7.5405037762;80;14;3;67;
72211;72140;Mont-Saint-Jean;;48.2435955785;-0.1132549740;211;30;2;72;
88488;88270;Valfroicourt;;48.1957789984;6.0888906684;488;28;2;88;
44137;44260;Prinquiau;;47.3735148609;-2.0184524195;137;43;3;44;
14216;14620;Damblainville;;48.9219313717;-0.1268768786;216;18;2;14;
57692;57340;Vannecourt;;48.8779946500;6.5351127792;692;6;2;57;
57605;57420;Sailly-Achâtel;;48.9419543892;6.3020815279;605;33;4;57;
38508;38690;Torchefelon;;45.5189293632;5.4028223768;508;33;2;38;
62638;62860;Oisy-le-Verger;;50.2504114011;3.1222459209;638;35;1;62;
52526;52160;Villars-Santenoge;;47.7442686540;4.9991899824;526;3;2;52;
84049;84190;Gigondas;;44.1660983331;5.0123187180;49;4;3;84;
64357;64350;Lucarré;;43.4036827051;-0.0849144725;357;18;3;64;
66085;66820;Fuilla;;42.5642517000;2.3558810008;85;10;3;66;
45103;45490;Corbeilles;;48.0745693135;2.5596187077;103;12;1;45;
67477;67220;Steige;;48.3628206219;7.2297440839;477;32;5;67;
67283;67440;Marmoutier;;48.6942474840;7.3709967713;283;13;4;67;
17379;17800;Saint-Palais-de-Phiolin;;45.5151577125;-0.5914644897;379;27;1;17;
28076;28500;Chapelle-Forainvilliers;La;48.7282722261;1.4911677948;76;13;3;28;
55137;55270;Cuisy;;49.2673180788;5.1884947078;137;12;3;55;
27280;27930;Gauciel;;49.0356183804;1.2470862498;280;37;3;27;
85233;85210;Saint-Jean-de-Beugné;;46.5196817523;-1.1082607501;233;27;1;85;
80761;80160;Tilloy-lès-Conty;;49.7511352808;2.1779193102;761;17;2;80;
15143;15150;Nieudan;;44.9831085193;2.2461739980;143;7;1;15;
54442;54330;Quevilloncourt;;48.4715134849;6.1053329598;442;29;3;54;
14658;14380;Saint-Sever-Calvados;;48.8217597918;-1.0466113944;658;30;4;14;
56017;56500;Bignan;;47.8771804702;-2.7591507309;17;34;2;56;
1106;1250;Cize;;46.2003848172;5.4508252674;106;7;2;1;
39001;39500;Abergement-la-Ronce;;47.0649669593;5.3782642174;1;33;1;39;
1271;1300;Nattages;;45.7237737070;5.7494769330;271;4;1;1;
61355;61700;Rouellé;;48.6052010442;-0.7335782923;355;10;1;61;
